"","FINAL","coords.x1","coords.x2","optional"
"79454","Machaerium hirtum (Vell.) Stellfeld",-42.929,-20.428,TRUE
"79455","Machaerium hirtum (Vell.) Stellfeld",-43.02,-20.502,TRUE
"79460","Machaerium hirtum (Vell.) Stellfeld",-43.363,-19.902,TRUE
"79461","Machaerium hirtum (Vell.) Stellfeld",-43.386,-20.369,TRUE
"79463","Machaerium hirtum (Vell.) Stellfeld",-43.176,-20.449,TRUE
"79464","Machaerium hirtum (Vell.) Stellfeld",-43.286,-20.55,TRUE
"79465","Machaerium hirtum (Vell.) Stellfeld",-42.873,-20.778,TRUE
"79478","Machaerium hirtum (Vell.) Stellfeld",-43.388,-18.549,TRUE
"79484","Machaerium hirtum (Vell.) Stellfeld",-43.423,-19.406,TRUE
"79663","Machaerium incorruptibile (Vell.) Benth.",-41.074,-19.477,TRUE
"79665","Machaerium incorruptibile (Vell.) Benth.",-41.48,-18.879,TRUE
"79666","Machaerium incorruptibile (Vell.) Benth.",-42.763,-19.14,TRUE
"79667","Machaerium incorruptibile (Vell.) Benth.",-40.778,-19.218,TRUE
"79668","Machaerium incorruptibile (Vell.) Benth.",-40.548,-19.351,TRUE
"79669","Machaerium incorruptibile (Vell.) Benth.",-42.431,-19.511,TRUE
"79670","Machaerium incorruptibile (Vell.) Benth.",-42.569,-19.582,TRUE
"79671","Machaerium incorruptibile (Vell.) Benth.",-42.865,-19.627,TRUE
"79672","Machaerium incorruptibile (Vell.) Benth.",-42.618,-19.684,TRUE
"79673","Machaerium incorruptibile (Vell.) Benth.",-41.708,-19.804,TRUE
"79696","Machaerium lanceolatum (Vell.) J.F.Macbr.",-40.077,-19.455,TRUE
"79698","Machaerium lanceolatum (Vell.) J.F.Macbr.",-42.071,-18.493,TRUE
"79699","Machaerium lanceolatum (Vell.) J.F.Macbr.",-40.735,-18.967,TRUE
"79700","Machaerium lanceolatum (Vell.) J.F.Macbr.",-43.207,-19.422,TRUE
"79701","Machaerium lanceolatum (Vell.) J.F.Macbr.",-42.865,-19.627,TRUE
"79702","Machaerium lanceolatum (Vell.) J.F.Macbr.",-43.176,-20.449,TRUE
"79732","Machaerium leucopterum Vogel",-40.513,-18.999,TRUE
"79733","Machaerium leucopterum Vogel",-40.778,-19.218,TRUE
"79748","Machaerium nyctitans (Vell.) Benth.",-40.077,-19.455,TRUE
"79753","Machaerium nyctitans (Vell.) Benth.",-42.482,-20.701,TRUE
"79755","Machaerium nyctitans (Vell.) Benth.",-41.074,-19.477,TRUE
"79760","Machaerium nyctitans (Vell.) Benth.",-42.071,-18.493,TRUE
"79762","Machaerium nyctitans (Vell.) Benth.",-42.763,-19.14,TRUE
"79763","Machaerium nyctitans (Vell.) Benth.",-42.526,-19.499,TRUE
"79764","Machaerium nyctitans (Vell.) Benth.",-40.624,-19.587,TRUE
"79765","Machaerium nyctitans (Vell.) Benth.",-42.865,-19.627,TRUE
"79766","Machaerium nyctitans (Vell.) Benth.",-41.823,-19.721,TRUE
"79767","Machaerium nyctitans (Vell.) Benth.",-42.428,-19.723,TRUE
"79768","Machaerium nyctitans (Vell.) Benth.",-42.624,-19.765,TRUE
"79769","Machaerium nyctitans (Vell.) Benth.",-42.916,-20.263,TRUE
"79770","Machaerium nyctitans (Vell.) Benth.",-42.929,-20.428,TRUE
"79771","Machaerium nyctitans (Vell.) Benth.",-43.02,-20.502,TRUE
"79775","Machaerium nyctitans (Vell.) Benth.",-43.083,-18.38,TRUE
"79776","Machaerium nyctitans (Vell.) Benth.",-42.755,-18.546,TRUE
"79777","Machaerium nyctitans (Vell.) Benth.",-41.552,-19.301,TRUE
"79778","Machaerium nyctitans (Vell.) Benth.",-43.386,-20.369,TRUE
"79780","Machaerium nyctitans (Vell.) Benth.",-43.176,-20.449,TRUE
"79781","Machaerium nyctitans (Vell.) Benth.",-42.873,-20.778,TRUE
"79790","Machaerium nyctitans (Vell.) Benth.",-43.388,-18.549,TRUE
"79793","Machaerium nyctitans (Vell.) Benth.",-43.669,-20.072,TRUE
"79794","Machaerium nyctitans (Vell.) Benth.",-43.477,-20.121,TRUE
"79797","Machaerium nyctitans (Vell.) Benth.",-43.539,-20.592,TRUE
"79798","Machaerium nyctitans (Vell.) Benth.",-43.103,-18.103,TRUE
"79799","Machaerium nyctitans (Vell.) Benth.",-43.423,-19.406,TRUE
"80021","Machaerium ovalifolium Glaz. ex Rudd",-41.074,-19.477,TRUE
"80026","Machaerium ovalifolium Glaz. ex Rudd",-40.873,-19.84,TRUE
"80201","Machaerium pedicellatum Vogel",-40.669,-19.804,TRUE
"80202","Machaerium pedicellatum Vogel",-40.755,-19.768,TRUE
"80204","Machaerium pedicellatum Vogel",-42.561,-18.393,TRUE
"80205","Machaerium pedicellatum Vogel",-42.071,-18.493,TRUE
"80206","Machaerium pedicellatum Vogel",-40.735,-18.967,TRUE
"80207","Machaerium pedicellatum Vogel",-40.513,-18.999,TRUE
"80208","Machaerium pedicellatum Vogel",-40.548,-19.351,TRUE
"80209","Machaerium pedicellatum Vogel",-42.431,-19.511,TRUE
"80210","Machaerium pedicellatum Vogel",-42.569,-19.582,TRUE
"80211","Machaerium pedicellatum Vogel",-40.624,-19.587,TRUE
"80212","Machaerium pedicellatum Vogel",-42.865,-19.627,TRUE
"80223","Machaerium ruddianum C.V.Mendonça & A.M.G.Azevedo",-41.48,-18.879,TRUE
"80224","Machaerium ruddianum C.V.Mendonça & A.M.G.Azevedo",-41.823,-19.721,TRUE
"80225","Machaerium ruddianum C.V.Mendonça & A.M.G.Azevedo",-42.755,-18.546,TRUE
"80226","Machaerium ruddianum C.V.Mendonça & A.M.G.Azevedo",-43.117,-19.847,TRUE
"80227","Machaerium ruddianum C.V.Mendonça & A.M.G.Azevedo",-43.386,-20.369,TRUE
"80228","Machaerium ruddianum C.V.Mendonça & A.M.G.Azevedo",-42.873,-20.778,TRUE
"80230","Machaerium ruddianum C.V.Mendonça & A.M.G.Azevedo",-43.423,-19.406,TRUE
"80234","Machaerium scleroxylon Tul.",-41.823,-19.721,TRUE
"80235","Machaerium scleroxylon Tul.",-41.552,-19.301,TRUE
"80236","Machaerium scleroxylon Tul.",-43.117,-19.847,TRUE
"80237","Machaerium scleroxylon Tul.",-43.363,-19.902,TRUE
"80241","Machaerium scleroxylon Tul.",-43.669,-20.072,TRUE
"80243","Machaerium scleroxylon Tul.",-43.477,-20.121,TRUE
"80275","Machaerium stipitatum Vogel",-41.074,-19.477,TRUE
"80278","Machaerium stipitatum Vogel",-42.561,-18.393,TRUE
"80279","Machaerium stipitatum Vogel",-42.071,-18.493,TRUE
"80280","Machaerium stipitatum Vogel",-41.48,-18.879,TRUE
"80281","Machaerium stipitatum Vogel",-40.513,-18.999,TRUE
"80282","Machaerium stipitatum Vogel",-42.137,-19.022,TRUE
"80283","Machaerium stipitatum Vogel",-42.763,-19.14,TRUE
"80284","Machaerium stipitatum Vogel",-40.778,-19.218,TRUE
"80285","Machaerium stipitatum Vogel",-42.403,-19.341,TRUE
"80286","Machaerium stipitatum Vogel",-43.207,-19.422,TRUE
"80287","Machaerium stipitatum Vogel",-42.526,-19.499,TRUE
"80288","Machaerium stipitatum Vogel",-42.431,-19.511,TRUE
"80289","Machaerium stipitatum Vogel",-42.865,-19.627,TRUE
"80290","Machaerium stipitatum Vogel",-42.428,-19.723,TRUE
"80291","Machaerium stipitatum Vogel",-42.535,-19.8,TRUE
"80292","Machaerium stipitatum Vogel",-41.708,-19.804,TRUE
"80293","Machaerium stipitatum Vogel",-40.873,-19.84,TRUE
"80294","Machaerium stipitatum Vogel",-42.916,-20.263,TRUE
"80295","Machaerium stipitatum Vogel",-42.929,-20.428,TRUE
"80296","Machaerium stipitatum Vogel",-43.02,-20.502,TRUE
"80300","Machaerium stipitatum Vogel",-41.552,-19.301,TRUE
"80301","Machaerium stipitatum Vogel",-43.386,-20.369,TRUE
"80303","Machaerium stipitatum Vogel",-43.176,-20.449,TRUE
"80304","Machaerium stipitatum Vogel",-43.286,-20.55,TRUE
"80305","Machaerium stipitatum Vogel",-42.873,-20.778,TRUE
"80314","Machaerium stipitatum Vogel",-43.669,-20.072,TRUE
"80316","Machaerium stipitatum Vogel",-43.477,-20.121,TRUE
"80632","Machaerium brasiliense Vogel",-43.477,-20.121,TRUE
"80660","Machaerium villosum Vogel",-42.763,-19.14,TRUE
"80661","Machaerium villosum Vogel",-43.02,-20.502,TRUE
"80663","Machaerium villosum Vogel",-43.083,-18.38,TRUE
"80664","Machaerium villosum Vogel",-41.552,-19.301,TRUE
"80665","Machaerium villosum Vogel",-43.117,-19.847,TRUE
"80666","Machaerium villosum Vogel",-43.363,-19.902,TRUE
"80667","Machaerium villosum Vogel",-43.386,-20.369,TRUE
"80669","Machaerium villosum Vogel",-43.388,-18.549,TRUE
"80673","Machaerium villosum Vogel",-43.669,-20.072,TRUE
"80675","Machaerium villosum Vogel",-43.477,-20.121,TRUE
"80868","Maclura tinctoria (L.) D.Don ex Steud.",-40.669,-19.804,TRUE
"80870","Maclura tinctoria (L.) D.Don ex Steud.",-41.074,-19.477,TRUE
"80874","Maclura tinctoria (L.) D.Don ex Steud.",-42.561,-18.393,TRUE
"80875","Maclura tinctoria (L.) D.Don ex Steud.",-42.137,-19.022,TRUE
"80876","Maclura tinctoria (L.) D.Don ex Steud.",-42.763,-19.14,TRUE
"80877","Maclura tinctoria (L.) D.Don ex Steud.",-43.207,-19.422,TRUE
"80878","Maclura tinctoria (L.) D.Don ex Steud.",-42.526,-19.499,TRUE
"80879","Maclura tinctoria (L.) D.Don ex Steud.",-42.431,-19.511,TRUE
"80880","Maclura tinctoria (L.) D.Don ex Steud.",-40.624,-19.587,TRUE
"80881","Maclura tinctoria (L.) D.Don ex Steud.",-42.618,-19.684,TRUE
"80882","Maclura tinctoria (L.) D.Don ex Steud.",-42.624,-19.765,TRUE
"80883","Maclura tinctoria (L.) D.Don ex Steud.",-41.708,-19.804,TRUE
"80884","Maclura tinctoria (L.) D.Don ex Steud.",-42.929,-20.428,TRUE
"80887","Maclura tinctoria (L.) D.Don ex Steud.",-43.386,-20.369,TRUE
"80889","Maclura tinctoria (L.) D.Don ex Steud.",-43.176,-20.449,TRUE
"80890","Maclura tinctoria (L.) D.Don ex Steud.",-43.372,-20.629,TRUE
"80891","Maclura tinctoria (L.) D.Don ex Steud.",-42.873,-20.778,TRUE
"80903","Maclura tinctoria (L.) D.Don ex Steud.",-43.388,-18.549,TRUE
"80904","Maclura tinctoria (L.) D.Don ex Steud.",-43.423,-19.406,TRUE
"81106","Macrolobium latifolium Vogel",-41.074,-19.477,TRUE
"81108","Macrolobium latifolium Vogel",-41.708,-19.804,TRUE
"81130","Macropeplus ligustrinus (Tul.) Perkins",-42.865,-19.627,TRUE
"81133","Macropeplus ligustrinus (Tul.) Perkins",-43.458,-20.079,TRUE
"81134","Macropeplus ligustrinus (Tul.) Perkins",-43.423,-19.406,TRUE
"81146","Macropeplus schwackeanus (Perkins) I.Santos & Peixoto",-42.482,-20.701,TRUE
"81148","Macropeplus schwackeanus (Perkins) I.Santos & Peixoto",-43.501,-20.434,TRUE
"81149","Macropeplus schwackeanus (Perkins) I.Santos & Peixoto",-43.512,-20.18,TRUE
"81169","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-40.077,-19.455,TRUE
"81178","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-41.48,-18.879,TRUE
"81179","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-40.513,-18.999,TRUE
"81180","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-40.778,-19.218,TRUE
"81181","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-42.403,-19.341,TRUE
"81182","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-40.548,-19.351,TRUE
"81183","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-42.431,-19.511,TRUE
"81184","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-42.569,-19.582,TRUE
"81185","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-40.624,-19.587,TRUE
"81186","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-41.823,-19.721,TRUE
"81187","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-42.428,-19.723,TRUE
"81188","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-42.484,-19.748,TRUE
"81189","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-42.624,-19.765,TRUE
"81190","Macrothumia kuhlmannii (Sleumer) M.H.Alford",-40.873,-19.84,TRUE
"81207","Macrotorus utriculatus (Mart.) Perkins",-40.735,-18.967,TRUE
"81208","Macrotorus utriculatus (Mart.) Perkins",-40.548,-19.351,TRUE
"81223","Magnolia ovata (A.St.-Hil.) Spreng.",-42.482,-20.701,TRUE
"81224","Magnolia ovata (A.St.-Hil.) Spreng.",-42.618,-19.684,TRUE
"81226","Magnolia ovata (A.St.-Hil.) Spreng.",-43.083,-18.38,TRUE
"81227","Magnolia ovata (A.St.-Hil.) Spreng.",-43.117,-19.847,TRUE
"81228","Magnolia ovata (A.St.-Hil.) Spreng.",-43.363,-19.902,TRUE
"81229","Magnolia ovata (A.St.-Hil.) Spreng.",-42.873,-20.778,TRUE
"81235","Magnolia ovata (A.St.-Hil.) Spreng.",-43.423,-19.406,TRUE
"81419","Malouetia cestroides (Nees ex Mart.) Müll.Arg.",-40.077,-19.455,TRUE
"81423","Malouetia cestroides (Nees ex Mart.) Müll.Arg.",-42.482,-20.701,TRUE
"81427","Malouetia cestroides (Nees ex Mart.) Müll.Arg.",-41.48,-18.879,TRUE
"81428","Malouetia cestroides (Nees ex Mart.) Müll.Arg.",-42.569,-19.582,TRUE
"81429","Malouetia cestroides (Nees ex Mart.) Müll.Arg.",-41.823,-19.721,TRUE
"81430","Malouetia cestroides (Nees ex Mart.) Müll.Arg.",-41.708,-19.804,TRUE
"81431","Malouetia cestroides (Nees ex Mart.) Müll.Arg.",-43.286,-20.55,TRUE
"81474","Manihot caerulescens Pohl",-43.176,-20.449,TRUE
"81475","Manihot caerulescens Pohl",-42.873,-20.778,TRUE
"81506","Manihot grahamii Hook.",-42.755,-18.546,TRUE
"81507","Manihot grahamii Hook.",-41.552,-19.301,TRUE
"81508","Manihot grahamii Hook.",-43.388,-18.549,TRUE
"81511","Manihot grahamii Hook.",-43.103,-18.103,TRUE
"81599","Manihot pilosa Pohl",-42.071,-18.493,TRUE
"81600","Manihot pilosa Pohl",-42.865,-19.627,TRUE
"81601","Manihot pilosa Pohl",-41.823,-19.721,TRUE
"81602","Manihot pilosa Pohl",-42.916,-20.263,TRUE
"81603","Manihot pilosa Pohl",-43.372,-20.629,TRUE
"81604","Manihot pilosa Pohl",-42.873,-20.778,TRUE
"81774","Manilkara salzmannii (A.DC.) H.J.Lam",-40.077,-19.455,TRUE
"81804","Manilkara subsericea (Mart.) Dubard",-40.077,-19.455,TRUE
"81805","Manilkara subsericea (Mart.) Dubard",-41.074,-19.477,TRUE
"81806","Manilkara subsericea (Mart.) Dubard",-42.484,-19.748,TRUE
"81807","Manilkara subsericea (Mart.) Dubard",-41.708,-19.804,TRUE
"81808","Manilkara subsericea (Mart.) Dubard",-43.372,-20.629,TRUE
"81869","Maprounea brasiliensis A.St.-Hil.",-43.103,-18.103,TRUE
"81910","Maprounea guianensis Aubl.",-42.561,-18.393,TRUE
"81911","Maprounea guianensis Aubl.",-42.071,-18.493,TRUE
"81912","Maprounea guianensis Aubl.",-41.48,-18.879,TRUE
"81913","Maprounea guianensis Aubl.",-42.403,-19.341,TRUE
"81914","Maprounea guianensis Aubl.",-43.207,-19.422,TRUE
"81915","Maprounea guianensis Aubl.",-42.526,-19.499,TRUE
"81916","Maprounea guianensis Aubl.",-42.431,-19.511,TRUE
"81917","Maprounea guianensis Aubl.",-42.569,-19.582,TRUE
"81918","Maprounea guianensis Aubl.",-42.865,-19.627,TRUE
"81919","Maprounea guianensis Aubl.",-41.823,-19.721,TRUE
"81920","Maprounea guianensis Aubl.",-42.484,-19.748,TRUE
"81921","Maprounea guianensis Aubl.",-42.916,-20.263,TRUE
"81922","Maprounea guianensis Aubl.",-42.929,-20.428,TRUE
"81923","Maprounea guianensis Aubl.",-43.02,-20.502,TRUE
"81930","Maprounea guianensis Aubl.",-42.755,-18.546,TRUE
"81931","Maprounea guianensis Aubl.",-43.363,-19.902,TRUE
"81932","Maprounea guianensis Aubl.",-43.386,-20.369,TRUE
"81933","Maprounea guianensis Aubl.",-43.176,-20.449,TRUE
"81934","Maprounea guianensis Aubl.",-43.286,-20.55,TRUE
"81935","Maprounea guianensis Aubl.",-43.372,-20.629,TRUE
"81936","Maprounea guianensis Aubl.",-42.873,-20.778,TRUE
"81948","Maprounea guianensis Aubl.",-43.388,-18.549,TRUE
"81950","Maprounea guianensis Aubl.",-43.539,-20.592,TRUE
"81954","Maprounea guianensis Aubl.",-43.423,-19.406,TRUE
"82029","Margaritaria nobilis L.f.",-40.077,-19.455,TRUE
"82043","Margaritaria nobilis L.f.",-42.071,-18.493,TRUE
"82044","Margaritaria nobilis L.f.",-42.137,-19.022,TRUE
"82045","Margaritaria nobilis L.f.",-42.403,-19.341,TRUE
"82046","Margaritaria nobilis L.f.",-42.431,-19.511,TRUE
"82047","Margaritaria nobilis L.f.",-42.569,-19.582,TRUE
"82048","Margaritaria nobilis L.f.",-41.823,-19.721,TRUE
"82049","Margaritaria nobilis L.f.",-42.484,-19.748,TRUE
"82050","Margaritaria nobilis L.f.",-41.708,-19.804,TRUE
"82056","Margaritaria nobilis L.f.",-43.083,-18.38,TRUE
"82057","Margaritaria nobilis L.f.",-41.552,-19.301,TRUE
"82058","Margaritaria nobilis L.f.",-43.117,-19.847,TRUE
"82059","Margaritaria nobilis L.f.",-43.176,-20.449,TRUE
"82060","Margaritaria nobilis L.f.",-43.286,-20.55,TRUE
"82061","Margaritaria nobilis L.f.",-42.873,-20.778,TRUE
"82165","Margaritopsis astrellantha (Wernham) L.Andersson",-43.423,-19.406,TRUE
"82202","Marlierea clausseniana (O.Berg) Kiaersk.",-41.074,-19.477,TRUE
"82210","Marlierea clausseniana (O.Berg) Kiaersk.",-41.48,-18.879,TRUE
"82211","Marlierea clausseniana (O.Berg) Kiaersk.",-40.513,-18.999,TRUE
"82212","Marlierea clausseniana (O.Berg) Kiaersk.",-42.137,-19.022,TRUE
"82213","Marlierea clausseniana (O.Berg) Kiaersk.",-42.763,-19.14,TRUE
"82214","Marlierea clausseniana (O.Berg) Kiaersk.",-40.778,-19.218,TRUE
"82215","Marlierea clausseniana (O.Berg) Kiaersk.",-42.403,-19.341,TRUE
"82216","Marlierea clausseniana (O.Berg) Kiaersk.",-42.431,-19.511,TRUE
"82217","Marlierea clausseniana (O.Berg) Kiaersk.",-42.865,-19.627,TRUE
"82218","Marlierea clausseniana (O.Berg) Kiaersk.",-41.823,-19.721,TRUE
"82219","Marlierea clausseniana (O.Berg) Kiaersk.",-41.708,-19.804,TRUE
"82220","Marlierea clausseniana (O.Berg) Kiaersk.",-43.02,-20.502,TRUE
"82223","Marlierea clausseniana (O.Berg) Kiaersk.",-43.083,-18.38,TRUE
"82224","Marlierea clausseniana (O.Berg) Kiaersk.",-42.755,-18.546,TRUE
"82225","Marlierea clausseniana (O.Berg) Kiaersk.",-41.552,-19.301,TRUE
"82226","Marlierea clausseniana (O.Berg) Kiaersk.",-43.117,-19.847,TRUE
"82227","Marlierea clausseniana (O.Berg) Kiaersk.",-43.363,-19.902,TRUE
"82235","Marlierea clausseniana (O.Berg) Kiaersk.",-43.477,-20.121,TRUE
"82237","Marlierea clausseniana (O.Berg) Kiaersk.",-43.501,-20.434,TRUE
"82238","Marlierea clausseniana (O.Berg) Kiaersk.",-43.103,-18.103,TRUE
"82241","Marlierea clausseniana (O.Berg) Kiaersk.",-43.423,-19.406,TRUE
"82346","Marlierea excoriata Mart.",-40.077,-19.455,TRUE
"82356","Marlierea excoriata Mart.",-42.482,-20.701,TRUE
"82365","Marlierea excoriata Mart.",-42.561,-18.393,TRUE
"82366","Marlierea excoriata Mart.",-42.071,-18.493,TRUE
"82368","Marlierea excoriata Mart.",-40.735,-18.967,TRUE
"82369","Marlierea excoriata Mart.",-40.513,-18.999,TRUE
"82370","Marlierea excoriata Mart.",-42.763,-19.14,TRUE
"82371","Marlierea excoriata Mart.",-42.403,-19.341,TRUE
"82372","Marlierea excoriata Mart.",-40.548,-19.351,TRUE
"82373","Marlierea excoriata Mart.",-43.207,-19.422,TRUE
"82374","Marlierea excoriata Mart.",-42.431,-19.511,TRUE
"82375","Marlierea excoriata Mart.",-42.569,-19.582,TRUE
"82376","Marlierea excoriata Mart.",-42.865,-19.627,TRUE
"82377","Marlierea excoriata Mart.",-42.618,-19.684,TRUE
"82378","Marlierea excoriata Mart.",-41.823,-19.721,TRUE
"82379","Marlierea excoriata Mart.",-42.624,-19.765,TRUE
"82380","Marlierea excoriata Mart.",-41.708,-19.804,TRUE
"82381","Marlierea excoriata Mart.",-40.873,-19.84,TRUE
"82382","Marlierea excoriata Mart.",-42.916,-20.263,TRUE
"82387","Marlierea excoriata Mart.",-43.117,-19.847,TRUE
"82388","Marlierea excoriata Mart.",-43.386,-20.369,TRUE
"82389","Marlierea excoriata Mart.",-42.873,-20.778,TRUE
"82393","Marlierea excoriata Mart.",-43.477,-20.121,TRUE
"82395","Marlierea excoriata Mart.",-43.501,-20.434,TRUE
"82396","Marlierea excoriata Mart.",-43.423,-19.406,TRUE
"82531","Marlierea gardneriana (O.Berg) Nied.",-40.077,-19.455,TRUE
"82539","Marlierea laevigata (DC.) Kiaersk.",-42.482,-20.701,TRUE
"82542","Marlierea laevigata (DC.) Kiaersk.",-42.755,-18.546,TRUE
"82543","Marlierea laevigata (DC.) Kiaersk.",-43.117,-19.847,TRUE
"82544","Marlierea laevigata (DC.) Kiaersk.",-43.363,-19.902,TRUE
"82549","Marlierea laevigata (DC.) Kiaersk.",-43.388,-18.549,TRUE
"82551","Marlierea laevigata (DC.) Kiaersk.",-43.501,-20.434,TRUE
"82552","Marlierea laevigata (DC.) Kiaersk.",-43.103,-18.103,TRUE
"82589","Marlierea obscura O.Berg",-43.117,-19.847,TRUE
"82590","Marlierea obscura O.Berg",-43.363,-19.902,TRUE
"82591","Marlierea obscura O.Berg",-43.501,-20.434,TRUE
"82668","Marlierea obversa D.Legrand",-40.077,-19.455,TRUE
"82673","Marlierea obversa D.Legrand",-41.823,-19.721,TRUE
"82689","Marlierea racemosa (Vell.) Kiaersk.",-42.482,-20.701,TRUE
"82691","Marlierea racemosa (Vell.) Kiaersk.",-41.48,-18.879,TRUE
"82692","Marlierea racemosa (Vell.) Kiaersk.",-42.618,-19.684,TRUE
"82693","Marlierea racemosa (Vell.) Kiaersk.",-41.823,-19.721,TRUE
"82694","Marlierea racemosa (Vell.) Kiaersk.",-42.484,-19.748,TRUE
"82697","Marlierea racemosa (Vell.) Kiaersk.",-43.372,-20.629,TRUE
"82700","Marlierea racemosa (Vell.) Kiaersk.",-43.388,-18.549,TRUE
"82705","Marlierea racemosa (Vell.) Kiaersk.",-43.539,-20.592,TRUE
"82706","Marlierea racemosa (Vell.) Kiaersk.",-43.103,-18.103,TRUE
"82807","Marlierea regeliana O.Berg",-40.077,-19.455,TRUE
"82824","Marlierea regeliana O.Berg",-42.865,-19.627,TRUE
"82825","Marlierea regeliana O.Berg",-42.618,-19.684,TRUE
"82826","Marlierea regeliana O.Berg",-41.823,-19.721,TRUE
"82827","Marlierea regeliana O.Berg",-41.708,-19.804,TRUE
"82869","Marlierea silvatica (O.Berg) Kiaersk.",-40.077,-19.455,TRUE
"82879","Marlierea silvatica (O.Berg) Kiaersk.",-40.513,-18.999,TRUE
"82960","Marlierea tomentosa Cambess.",-40.077,-19.455,TRUE
"82968","Marlierea suaveolens Cambess.",-40.077,-19.455,TRUE
"83008","Marlierea sucrei G.M.Barroso & Peixoto",-40.669,-19.804,TRUE
"83010","Marlierea sucrei G.M.Barroso & Peixoto",-40.624,-19.587,TRUE
"83018","Marlierea tomentosa Cambess.",-40.669,-19.804,TRUE
"83024","Marlierea tomentosa Cambess.",-40.735,-18.967,TRUE
"83025","Marlierea tomentosa Cambess.",-41.823,-19.721,TRUE
"83026","Marlierea tomentosa Cambess.",-41.708,-19.804,TRUE
"83151","Matayba elaeagnoides Radlk.",-43.539,-20.592,TRUE
"83152","Matayba elaeagnoides Radlk.",-43.501,-20.434,TRUE
"83502","Matayba guianensis Aubl.",-41.074,-19.477,TRUE
"83508","Matayba guianensis Aubl.",-42.561,-18.393,TRUE
"83510","Matayba guianensis Aubl.",-40.513,-18.999,TRUE
"83511","Matayba guianensis Aubl.",-42.137,-19.022,TRUE
"83512","Matayba guianensis Aubl.",-42.763,-19.14,TRUE
"83513","Matayba guianensis Aubl.",-40.778,-19.218,TRUE
"83514","Matayba guianensis Aubl.",-43.207,-19.422,TRUE
"83515","Matayba guianensis Aubl.",-42.431,-19.511,TRUE
"83516","Matayba guianensis Aubl.",-41.823,-19.721,TRUE
"83517","Matayba guianensis Aubl.",-42.428,-19.723,TRUE
"83518","Matayba guianensis Aubl.",-42.484,-19.748,TRUE
"83519","Matayba guianensis Aubl.",-42.624,-19.765,TRUE
"83520","Matayba guianensis Aubl.",-42.535,-19.8,TRUE
"83521","Matayba guianensis Aubl.",-41.708,-19.804,TRUE
"83522","Matayba guianensis Aubl.",-40.873,-19.84,TRUE
"83523","Matayba guianensis Aubl.",-42.916,-20.263,TRUE
"83524","Matayba guianensis Aubl.",-42.929,-20.428,TRUE
"83525","Matayba guianensis Aubl.",-43.02,-20.502,TRUE
"83529","Matayba guianensis Aubl.",-42.755,-18.546,TRUE
"83530","Matayba guianensis Aubl.",-41.552,-19.301,TRUE
"83531","Matayba guianensis Aubl.",-43.363,-19.902,TRUE
"83532","Matayba guianensis Aubl.",-43.286,-20.55,TRUE
"83533","Matayba guianensis Aubl.",-43.372,-20.629,TRUE
"83534","Matayba guianensis Aubl.",-42.873,-20.778,TRUE
"83538","Matayba guianensis Aubl.",-43.423,-19.406,TRUE
"83762","Matayba juglandifolia (Cambess.) Radlk.",-42.482,-20.701,TRUE
"83764","Matayba juglandifolia (Cambess.) Radlk.",-40.548,-19.351,TRUE
"83765","Matayba juglandifolia (Cambess.) Radlk.",-42.929,-20.428,TRUE
"83766","Matayba juglandifolia (Cambess.) Radlk.",-43.083,-18.38,TRUE
"83767","Matayba juglandifolia (Cambess.) Radlk.",-43.363,-19.902,TRUE
"83769","Matayba juglandifolia (Cambess.) Radlk.",-42.873,-20.778,TRUE
"83771","Matayba juglandifolia (Cambess.) Radlk.",-43.388,-18.549,TRUE
"83774","Matayba juglandifolia (Cambess.) Radlk.",-43.669,-20.072,TRUE
"83775","Matayba juglandifolia (Cambess.) Radlk.",-43.477,-20.121,TRUE
"83777","Matayba juglandifolia (Cambess.) Radlk.",-43.539,-20.592,TRUE
"83843","Matayba marginata Radlk.",-43.083,-18.38,TRUE
"83844","Matayba marginata Radlk.",-43.386,-20.369,TRUE
"83848","Matayba marginata Radlk.",-43.477,-20.121,TRUE
"83849","Matayba marginata Radlk.",-43.501,-20.434,TRUE
"83850","Matayba marginata Radlk.",-43.103,-18.103,TRUE
"83851","Matayba marginata Radlk.",-43.512,-20.18,TRUE
"83853","Matayba marginata Radlk.",-43.458,-20.079,TRUE
"83871","Matayba mollis Radlk.",-43.083,-18.38,TRUE
"83872","Matayba mollis Radlk.",-42.755,-18.546,TRUE
"83873","Matayba mollis Radlk.",-41.552,-19.301,TRUE
"83874","Matayba mollis Radlk.",-43.117,-19.847,TRUE
"83875","Matayba mollis Radlk.",-43.363,-19.902,TRUE
"83876","Matayba mollis Radlk.",-43.386,-20.369,TRUE
